9362,12.49
2418,3.9899
8544,45
1277,3.85
6007,8.8
226,5.95
1905,9.887
4840,7.19
9177,7.59
774,6.2
2802,3.79
6834,8.5
8856,5.99
2801,4.95
7807,2.9
5457,3.519
3985,6.5
2371,6.1701
1989,5.71
6835,3.79
441,11.99
3213,2.7719
5064,8.4
6030,4
2313,5.45
4251,5.8
7593,3.069
2986,11.34
2101,6.3596
8214,8.4
8246,5
3801,15.69
3345,11.3
4588,8.88
3692,9
5034,7.0712
4741,2.05
3401,6.599
6259,28
4945,6.75
7798,0
5900,10.8543
4377,2.29
2430,6.7
8663,5.935
3308,3.2
1693,6.65
2642,3.97
4236,4.5
61,5.369
6804,3.65
1484,7.6
3015,10.18
8711,1.6004
3595,7.5
7617,6.99
9194,7
2433,5.7
1661,9.989
299,3.8
6168,12
6320,1.746
176,0.19
181,7.2
3587,9.22
753,2.9
9056,8.75
3770,3
8322,6.09
1303,7.81
1522,7.92
5487,8.6
5882,9
1807,4.4
7265,2.1
2393,8.5
5432,4.8
3807,8.24
7104,9.7
3037,0
7065,6.55
8028,0
32,6.25
8868,6.4
3329,1.65
6784,7.45
2170,8.5609
8079,0
