14953,0
14952,0
13270,0
21064,34
10890,33
25218,18.49
18884,21
19182,22
11685,27
24406,0
22860,17.67
21212,39.5
12472,24.35
29717,23.99
26056,0
15519,0
15518,0
13663,22.274
18974,6.25
15238,17.5
26105,25
24892,39.5
21914,5.799
22017,33.99
29316,18.8
15830,25
16556,11.1
15716,16.69
17720,4.05
17696,37.7
27659,17.669
10654,6.89
28428,15.8
15872,0
13458,17.19
21582,4.25
27214,33.7305
19519,26.99
29676,25.9
12862,0
15894,5.875
21739,9
16658,6
22512,11.997
22046,19.49
13820,27.99
10328,18.98
16056,10.89
10672,0
19576,15.94
27505,41
16640,26.4
15002,36.5
19126,29
12816,17
23698,6.6666
17940,16.5
28742,9.50029902902
25342,13.59
29276,9.9
20902,9
15492,34.5
25239,23.99
17078,40
11836,5.7
25050,4.5
22952,8.49
13510,7.6
25316,38.88
21640,11.99
21903,12.85
28848,6.1
24112,16.2
28882,36
25066,0
20981,33.69
16168,16.21
25209,16
22074,11.458
20156,11.85
11986,17.5167
10455,38.15
25620,0
11462,5.8612311
14694,25.49
16074,0
26262,19.5
22660,23.4
27864,0
18750,23.7654
17200,39.95
16500,9.85
26276,4.2
25248,20.987
16015,34.69
27198,16.86
19696,3.998
18104,17.2
10432,40
22488,16.4
26482,0.0143
16656,0
29632,0
20173,11.25
17525,36.99
18022,14
21654,22.99
13608,22.98
14145,27
10047,74
28636,31.5
9964,10.5
9920,5.79
9640,12.62
9631,17.8
9633,11.75
9577,6.09
9494,41
9496,0
9461,21.5
9206,21.9988
9205,6.8
8952,26.5
8824,89
8730,21.89
8605,18.2
8674,15.69
8514,16
8456,39.99
8350,14.65
8363,23.5
8303,39.75
8279,29.4
8267,17.99
8101,18.5
8260,18
8255,0
8201,4.54
8073,16.99
8021,26.98
7995,20.944
7877,24.3
7861,20.5
7762,9.5
7718,6.79
7713,20
7654,25.5
7657,20.1782
7573,28.01
7552,6.82
7397,21.8
7342,0.004
7127,17
7126,17.6
7086,0.003
7008,4.689
7002,17.99
6937,6.7
6793,6.5
6682,22
6596,21.5
6586,0
6589,115
6348,11.09
6434,23
6341,5.9
6323,20
6320,6
6315,24.95
6203,7.57638614211123
6088,21
6102,11.9
6025,9.8
6068,31
5803,0
5826,18.5
5581,3.99
5469,36.89
5148,14
5160,3.879
5176,21.495
5122,23.2
5091,18.89
5019,27.5488888888889
5024,20.5
4929,25
4885,17.95
4889,20.5
4748,19.5
4723,17
4744,22
4682,16.75
4631,16.9
4616,0
4615,20
4614,20
4556,9.75
4557,24
4544,6.9
4439,13.8
4388,7.08
4225,17.9
4106,33.99
4107,4.9
4031,6.19
3897,7.8
3927,5.98
3821,24.1
3772,17
3770,26.49
3662,8
3491,23.99
3465,23.6
3508,8.9
3504,11
3371,17.9
3364,3.95
3246,25.5
3197,18
3191,17
3012,20.99
2942,41.94
2873,15.55
2709,20
2738,15
2727,19.89
2648,36.6061
2622,20
2568,18
2500,13.6
2494,19
2436,11
2442,8.99
2340,24.4
2315,40
2255,14.59
2240,16.87
2105,14.8
2034,4.35
2047,32.69
2019,24
1964,27.5
1904,13.45
1863,13
1819,10
1800,14.99
1762,30
1689,0
1481,21
1258,20.5
1223,6.2345
1033,6.875
1007,18.3
993,7.9
833,3.92
808,16.9
720,25
628,20.99
620,31
582,24.69
564,22.6
488,21.21
434,7
436,30
339,10.49
317,10.75
244,17.9
220,9.3
80,18
