nft_name,total_supply,total_volume,owners,contract_address
THE TOKS,10000,87.86642144893248,2003,0xdcd9be0fdfc70fc24ddcf5a4a0ef281ec730af8e
HUXLEY Humans,2808,87.5948179259259,1117,0xd0e5987b2851f676ba2f680f8ed6a1f2ed3ba992
Fantasize Official,5000,87.56250377185212,2811,0x9c807628198a544f69f1dbc4ac4bdf56ffb1d8a1
MARK by Figure31,500,87.41796998989982,165,0x5872c9360cb6d6a0309f3045376e2bf8e7837971
RPD Founders Pass,1750,86.32354570643197,1005,0xc58212bd2cc5d60cb89e980713461be027389b2c
EtherPOAP OG,10000,85.8124959100211,9805,0x98c7fa114b2fe921ba97f628e9dcb72890491721
Ghouls By Dead Birds Society,666,85.15231999899,422,0x97f66251c3dcad07c373cd46d6287959fe6698cf
JEFFLAND_Official,2800,85.0275369999999,607,0xe01f7ee9e637c17df805b5747adef23c62d3ecfc
Nomad Blvd | First Edition,3142,84.9658556889481,1104,0xec13de18765b0e65f99f6bfac56a856b90e7f2ab
MetaArks-2D,6664,84.95460384266521,1720,0x767e261bb70cb893aed1ce4295e92e7c05a67c1e
PepeApes Official,8000,84.7161048514035,4541,0xf80bd8c7f0f68ccf76e638edb53fdb922e05295c
Shamanzs Genesis,4737,83.6429453799004,1216,0xd4e53e3597a2ed999d37e974f1f36b15eb879bad
LING: Rise of the Nobody,2000,83.31244478818351,789,0xfb335ebc67e84eff5759f90f8493569b2b78e539
Neuromod Genesis,2600,83.31035166000014,889,0x878e06b10573e1d09864a9ab2641a91eda5bcbe1
Wixarika,7853,83.20245141996817,1494,0x75cdc17e42e1d82a3fdb38c1b8509842f0fcbe20
wgmis,8888,83.0111884439348,1208,0x975d74900ef48f53fa7d4f3550fa0c89f3b3c1dc
UGHA BUGHA OFFICIAL,5000,83.0043260174942,2152,0xd9c5a09ffc3ee85f21bc8bce8fb0180106c7d695
mphers,6969,82.67420189869158,1567,0x68ac52b01cf8234534ba2f3f72d40d09e08b38eb
My HERO Sidekicks,10000,82.5051050000525,614,0x5b7a317a300699531ca4673473b84b6a7cbbc294
Habbo Portraits,2774,82.31699673635543,934,0x700a7c29daa50d5428424d5315af292f2a2c153a
EIPandas,5875,82.1574431559325,3056,0xa09129080ed12cf1b1c7a6e723c63e0820e9d3ae
Master Cats NFT,8100,82.0763896029496,2558,0xf03c4e6b6187aca96b18162cbb4468fc6e339120
AStrandOfHair,10358,81.47274988526055,1563,0x82cb9d20862641301c987f0b096086d32bc11b65
MetaDrag - Alpha Class,2222,81.4617551600906,617,0x8eab36d7f9f64654247be2a5387e5fb2bebba021
scumbags.wtf,7777,80.20489129864974,2550,0x32dd588f23a95280134107a22c064cea065327e9
The Turks #MAXKEBAB,5555,78.99411740121512,3732,0x58732f8cf59571c30d3ec5f3c2bf764ed37d3fac
Weird Creatures Official,6666,78.52267520701074,2136,0x250e674ec63df4273c493c419d9f1e44035cbdac
Abasho,250,78.03889000000005,146,0xe9c79b33c3a06f5ae7369599f5a1e2ff886e17f0
Fluffy Polar Bears,9441,77.9451253424326,3612,0x98ab7eaacb2f5157a40a9d1de6c2abd1a73ef9fa
Banners NFT,2000,77.5464595500159,771,0x1352149cd78d686043b504e7e7d96c5946b0c39c
MushGang,6556,77.43633125301619,2331,0x4f70d1c9d5c8a57db5acc139915f69d06bd22f49
MAXPEPE and Frenz by YCOPY,7777,77.29905898601743,2190,0x82b6fe968f6262d7c8914275d58759de9b61f676
"The Box, by Who",1000,77.03361305248657,412,0x609feaedf3be3b015587400b7fcece83725d4890
ASM Gen II Brains,16045,76.3926418837743,1299,0x86599b800e23036d761f43d7516092447295659f
The Inhabitants of Lyke Island,2022,75.78040706092473,545,0xc5351f93b67895f6dd0df0e0c2be0fc6fec89c4c
Maximalists,9976,74.82055563705732,5350,0x52c5dd8a4ffb5a24121d76c222014697b5e6cc6e
Lucky Neko!,6500,74.47905221296129,1702,0x3a112d86899578e63b373b6d09322e18aed924cb
Reserva X Pistol Birds,6,74.26357518990004,325,0x15526af86721e8265139e4f3d759c343ac1d53ce
Set In Merge,10325,73.9237901100872,5716,0x7bc25283a29a3888cab4555ea86ff1a8c18cc90a
Girls Riding Things,3333,73.73165007493097,1171,0x015b192a652129f6ea8c03dddb030297cf721af2
ETH Villages,3000,72.90589928820428,1045,0x355891dbe6bd9e1856ae2d293da9d1f411ef991f
Not Bored Ape Yoga Club,2808,72.29855300000017,713,0x9433ce3371ccc5d5e51668ae9915639c32752764
NFT Expert Summit July 2022,999,70.99825787878903,913,0xb83104c3659703803454de8c736e207af05c0a9d
Liquid Invaders,3333,70.4782215591696,271,0x2f3a9adc5301600cd9205ef7657cf0733ff71d04
MetaGuardians: Villains,10000,70.0434565114056,2335,0x6fbbc8977616e0425911c69d72e12d32a5865560
TiffPunks,6000,69.83531009748852,1743,0xfb76f849baf4a4db22550ebc7beb520652f888a0
Samurai Saga - The Fallen,16665,69.69613118991943,1534,0x2a73068880618acc4dc8b0b9db29aa33ca5c5396
theGremlinTown.WTF,5650,69.43413703717972,3059,0x247133f8145bd1e42589e326e2f5baaecac6f1e8
WhatTheFoxes,4004,69.0484595355945,1159,0xa9e26e17b48bbaa125b62730f0904db741533fdc
NFF Presents: Oscar Haley And The Great Beyond,2848,68.5300960181856,1071,0x3ed0814be6c0679a89ca6ed323e475ca66a73743
Farmers Marketverse Patrons,5000,68.19935591840043,1528,0xea3171718dc324d8258dcdb92268cb62649bd0c1
Longimals,6200,67.8449013238993,1666,0x159640309cf1e732cff90a3a7c23d3825cd50f5a
Gnomz Official,5555,67.64266375200017,2599,0xf5f38941ef7e04f04ed5e4fbe102b094854bd251
CryptoEddies (Classic),3500,67.52745038517722,396,0xa6653bec60234562d3b453d10314d8762de51405
Monkai ETH,2172,67.40555257779907,696,0xe2ebd6b835d4284190ef55c884de1632b6de8a52
Labyrinths - Dex4L9E42d,1918,65.9462985442669,413,0x96b0c545bc08a7a9f8c41fb3a49de40b0c8380bc
Orcs Of Orakion,9562,65.7143680759445,2839,0xb39f5f5199042086d6f162ededb761d0f33a2849
TheCo2ZeroNFT(obsolete),1003,65.7108099,394,0x0710017f631ed6554dfc42fe2d46ad3600e85389
WE ARE GOING TO HELL,3333,65.67872057295568,1007,0x1895c2da9155d7720a7957da06ce898a6a29d0a7
MIB19 Queen Genesis,2046,65.35754698000002,469,0xcf818f1453f13d8b1e93a907db67e0fb6cd061b3
AtomoVerse PJB,2222,65.24251149450512,356,0xffc619dfe88967cba135e82e00dd23cf904f1394
ARBO Heroes,10000,64.9183121880102,1607,0x600c411c1195605cc75a7645f2bca782fcfc4d6c
MetroGrad Gen.1,333,64.67876222200005,265,0xfc3ca14b43e89d283a6feac130425e9155cafce3
World of Balatroon,5092,64.278418,571,0x872a7537861e74b892b52246f017703872c46602
TH Evolution Playing Cards,2222,64.22743429598992,657,0xf794f9e028d168a59341aaf77fc8f57f33ddc6cf
Cash Cows Crew,4030,64.16997133984522,552,0x1a371de4634c3debf7196a1efc59e620aff0915f
Funga & Friends,3333,64.04108997356337,1525,0x80151bf10579df3aeb59e747d3ac0201e4290986
CF: The Echo,3055,63.91864,1370,0x5e1a29c0ffc4bf6a5d725727ef6ad4c506ae57a4
thegenz,2500,63.77981598176689,1095,0x25c7c022bea971776bdc29c922eb8a3e2495ec83
Curio Key,1000,63.4741599880414,679,0xf7d90652b8d267a6e011fe629dafe1e3719917a9
XOXO Love Stories By Maya & Yehuda Devir,101,63.13512200000001,91,0x7f230e5e5b2f971f854b9e5fc540487948807af7
Stoned Ape Club - Game,3740,62.69088169642829,184,0x47b513d33d6e2b6f071b09cfbd7f4edff29ce07a
YokeeWorld,3333,62.608045867889935,1018,0x4107873164d3f7ad5e22a186f70b6976183862ba
yEEts NFT,5555,62.215306522712545,2227,0x4b13e4107b62cdcb96e0ad84ad4bc2f684440d13
Junglers [Official],999,62.01243830201359,594,0x63e8daf718b0dc39bf214f9b4dc9424841c2b267
Wandering Planet,2999,61.5867760898999,837,0x95d86db27cac8e332667abbd7c6d545da3e09b48
moonvamps.wtf,2500,61.40023363152884,459,0x67e23ce9d03aaaa1a95b6784eca0942c3f7d85fe
MoonRatzWTF,5001,61.164683228717486,927,0xefeea2efd639df58f4476b6129e0ae4694d26b78
AlphaSkullz Genesis Force,3334,60.82560688999995,994,0xca9e665df8f0f820593ab6be851acc319efdbc53
CRYPTOBILIA GOATS OFFICIAL,5000,60.810169468363846,1260,0xfabe30e32ea8f9f7d297c6e3d6bdcf2d98c365e3
Realms of Ethernity Pets,15067,60.25343369558933,8052,0x6b3c2dd23251d95c34c4f5a3b20140e2881cc36d
ToastPunk Genesis,10000,59.25911729595509,2029,0xd5af737470e963f40f9e681b2e9d12acdbbb5492
Degen Apocalypse Project By Ken Kelleher Labs,999,59.21862020020093,395,0xd09ae75438d97d5bab0d6bace9dd5734c667c51d
ThePolacy,2137,59.14575237,656,0x99903e8ec87b9987bd6289df8eff178d6e533561
POTHEADZ by Satoshi's Mom,6969,59.0479742769511,1775,0x74211ca76d4cdd26c143e8ffd74469a04ae4e43b
Memotics Homie (Genesis),1888,58.96736471899998,362,0x8ab8c42bf87ef3deaa33d2efebdc1e6d675ae32f
The CuBeanz Temple,4444,58.6339133134801,1829,0xdf909ea5f40de27d844ee36a252dfbaaa4b7c1b6
UPDAO Captain,65,58,40,0xf43718395617a3641b9abd5f4696bd45a2ea27f1
Tri3es Official,3384,57.749552470951386,1286,0x5930db0f73b9bcf40f42d72dabbfdd16249ec5be
TAYLOR.WTF OG Logo,10121,57.47160685541238,1451,0x51544102435f7df4f294848e552d6869d0443e0e
Digital Dogs Breeding Labs,1000,57.39964668997902,488,0x7789eeaf7a1040377a77cfc2c35a6a7bf1011338
METAKAMI: Enter the Void,3333,57.347919839999875,947,0xc9ca2bf5df153338b9507e646c47ce9d593a8cb5
Moopy Genesis,5000,57.12619838969813,1621,0xeee01e9364c2bf5aff24328fb5bdfb98ff5ceee3
Yakuzzi 893,893,57.060175714800245,372,0xa73794d5ffe358052ebb34b45b0ce7e8b94ad7bd
Black Is Beautiful NFT,1000,56.30072899999904,335,0x9b0674fe9c91414378a5dfafb3376775a65cdeba
0xSocialClub Expansion,3333,56.1426991157689,816,0x121f509d496ff8b384ea41c565cfd9110152112b
CryptoVerse Spike,3333,56.0922965343213,1051,0x0df49ce5a655b53118824c7ad4988da4fe9035f5
Rose Invasion Official,2222,55.473372299000005,1346,0x59485114d8e7791741f76da3f4317b78c8471c32
Immortal by NFTmemeClub,4321,55.372820840804096,1340,0x38c5699625c10b309dc6bb18be9c458d19b43d3a
0% PROJECT,903,55.2159612127083,579,0x69be2c18a3c7acd14d5114a66f2dad3e96150427
your mom nft,10000,55.0427262197468,2534,0xeca6349907535d1b0b8dd3d58b5914e0316d34b7
House of Clownz,10000,54.63816669641951,1651,0xb5893a75b74f9caccd3c23b4a974db5f53b4e9d2
Dour Fits,10000,54.5853556812579,4430,0x5e014f8c5778138ccc2c2d88e0530bc343831073
Tamagogi Pets,3825,54.45752765883008,1781,0x4c534034a06f11ecb638bf71a097c168a052a659
MAZKGANG,3333,54.299292043200026,755,0xfa3c785b3f9e6140a9d058976d85bbb9bdd704b0
Techie Club Genesis,5555,54.292251244098274,1686,0x1ab8c55870a404e769868982645e81ab6ec76f7a
MoonLanderzNFT,7890,54.182718429818074,1047,0x3b8ceb26f4fabacbd02b22caeceeb26d67e4013a
Warriors of the Hollow Frost,8888,54.10954699333296,3242,0x3d1226e7361e14d5869b89b4182bd875f9c04371
DoDoFrens.xyz,8000,53.88986492535331,3470,0x5691d95d42131742196b1d1ebd02fcfc7edae5c3
LiveArt Official Membership NFTs,2936,53.407668799,2160,0xbdcaab0d1392a391ac91c477fe18a85cbe855aba
Wuliangye NFT Official,800,52.722828694777775,429,0x02360405a8a1044267e844d1be6543482fe40ab3
MU Citizen,10000,52.37870773551116,1535,0x07a7a80cb340e72525e51bf0699b10dc57add06b
The World Today (TWT),13800,51.91948061487496,481,0x35df2b48a3137718f09afad405d4267cef538bc0
Turtle Case Gang,3777,51.75841588600008,952,0xb6d241c6cb1e8d2fc65a012d51406138cb42801d
Genesis Bad Birds,555,51.47462958899991,351,0x3020d22dbf6383800a1a7b6b3fb171c53b4d960b
Bored Ape Travel World,4000,51.439245646879336,1370,0x77caa81d0c99383c9ff4ba177d0c69c8a41f0f50
The British,10000,51.35341972193449,3921,0xe588feda21d17bd8f7b0532d3e439ab245c2f67f
WinnerCo ID Badge,10000,51.113778535443544,3477,0x866ebb7d3dc493ac0994719d4481341a3a678b0c
Mecha Cat Crew NFT,4444,50.98190356249386,1743,0x3c7b1f3ba0f3dd37c23448c7a10a2df6fc629ac8
90s Babes NFT | BABE,4827,50.83826788489019,1692,0xfaabae17e2da5d7c122fbb2903783459d3f15be5
Anti-Bear Bear Club,3000,50.752199999999995,245,0xbae671deaf34138f46268457ebdec4e4a671d0b0
DOGE DOGE,2000,49.74375279899019,1048,0x00c50293025e3dc7745650282d6451dca9dad737
Blokpax First Editions - Punks Series 1,10270,49.7333030000001,820,0xf59b70d31dd2a7ce2fdfb0a9326988df6cc58ec9
Otaku Club NFT,2000,49.695260507567255,824,0xb6e72df112f13d2bc38bddf4ea252948cc739de5
Satoshiverse - The Apemo Army,3333,48.90277885544443,668,0xbe3eedda303d28e1a763106e27605247ab8e302a
Skeletal Cats Official,3333,48.625242155699134,773,0x517a5d9b9a531576713dea44eb13c66b08305b21
DarkTaverns,3710,48.61815163510999,674,0x4510ef604e0595f7151adcba0b958d39b8b16d40
3gm Bot Pass,1000,48.5016235451551,741,0xb1c9931636f9a6eeb0d8ceb6df4f068904d9f025
FreeFriends,10000,48.44834386920896,4406,0x01dd0c20f6d8030a35abefdd83615f374d826cfd
BoredAIClub,10000,48.27694090020002,2263,0xbb53dfe73a4fe50cbe2fc436a1667beb5c22956e
Sociopeth,3650,48.2740001913145,1544,0x1d6bb2d0c9dfe9d0da142da3e0aa8c181217e0d3
bear-market.wtf,4444,47.99575223442447,1464,0x98b4182f14b49aac87e3d64b6ae69d3aab1dc913
Gutterz,3000,47.31131324806915,769,0xb71b0a17e21a0d1bf4f07858bcd6b18a985467e5
A R C H E T Y P E S,222,47.2802899999999,105,0x215770bf36f6e5be42b75fdd42bd5f7afe16b051
Synonyms - By Big Hugs Studio,5000,46.73892169044828,1181,0x554b96d40b7b35544d98f0fb885d4c193a70b1a2
WeBearz Official- Explore The Woodz,5500,46.41441141595616,2101,0x7946c4bededc2ab98e1682c55505093c88624c02
MoonFox Genesis,1500,46.27860000000001,509,0x7d56e39f456cdd7db9321c11ba3d21583d90f467
Non-Financial Advisors,5555,46.016481906547384,1711,0xc7a7d9dc9305c596228f61a11f73101eaf4a7138
Sybilverse,2222,45.93324733466356,884,0xe15b045ebce82692ffcba6307a951be1b1ab5215
Pixel Apepe YC,10000,45.68700737972974,2005,0x91c8b5c50a35e461dc7d7ffbc301c365b83f01f8
PepeDaigaku,3333,45.45523268640925,1359,0x4078f1fcc6d4b20d905a87ac18f533ff5e76863e
FENIX - Illustramanda,5252,45.17350915081162,650,0x4913b8eb5ad9b5ba726a42e603c65fe1bd9be3cb
the abducting collective: v1,4210,45.05147719999997,1170,0x0bcfb79da38918d0d495ff2dbb682146e19fed08
The Celestial Collection Official,2500,45.02784985900011,510,0xfa615d59ebe8736527e36b32364012e9db8dad06
Mutant Musks,1104,43.95959562333327,312,0x239384baa6b72819d5631887e8f73c654f70ba1b
0xGakuen,1500,43.856561022077756,467,0x9f78bd778de47c70a662b4656694063239b799d3
AVverse,6969,43.799863471674065,1536,0x72a71fbdd91e68dea5e1c7d547485bb0b8210a64
Meta Girlfriends,9988,43.629183752225025,1013,0x3c9bfa7bf08d4752d2981e509d6389763ce29260
Shimashi NFT,3000,43.3309608349035,1371,0xe9814ccd783a12ffc65e447c436b51a8a167fafd
RIPNFTs,2022,43.17928089141882,486,0x7ab062f22b119cd97fb6dbcc99782724dd4a9c81
Magic Forest No Sleep,5000,42.8687209945788,2281,0xcc88d23e7dddcf3dde3fce532f65500ab762069d
Specks of Dust Origins,350,42.3150159,251,0xf846b320b7e6c4b90d1fba5dd82effab6718dc4e
Mutant Alien Ape Yacht Collection - MAAYC,9713,41.88666717700013,2159,0xd4f40de30ce845ce6cd3ea495c9c2e4f04a2f608
Habibi Ape Club,4444,41.67002661556838,1750,0xeea95c5e799565343f4d70bb76878ca8086fcc11
Paperchaserz,3650,41.51122603572478,2131,0x467686f1c73e77ca9498339463a6e9d58d44d3e0
Harakai!,777,41.20767856899021,429,0x951d0e05e3db5ee201327e2d6e8933198a6d771f
925 Genesis Mood by Christofle,529,40.70559900000001,359,0x2105f33594d26289631628884d612e5333c89ef5
KPOPCTzen_V2_Official,8888,40.61559998999991,3139,0x8b213c498d906313e14cad64edf6cf5734bf2447
BLONKS,4444,40.474814963355,1637,0x7f463b874ec264dc7bd8c780f5790b4fc371f11f
VoodoosClub,10000,40.26476826706691,3358,0xb7ab762d27959802aabfb0ddd8d45df0817242ed
SudoWassie,5000,40.22551969889889,1185,0x8d94b8ea78a51d783a413c73811511c900c8f365
WONDERSECRETCLUB,2000,40.13904229800001,1046,0x9bbbafc845813d1580427ecf69e576b02fa4d626
Pepeverse Genesis,333,40.03389214241245,174,0xfe0967ef5011a13ccf6e61554e74d4f7fe9d9c7b
Spell Casters,6666,39.73527513835983,3034,0x66b5fbc506ef9b884b7d5496d37b109578288d7c
Daniel Allan: Glass House,1000,38.669653239,256,0x719c6d392fc659f4fe9b0576cbc46e18939687a7
OnChain Royale,8008,38.486078779322334,1712,0x0d3ad0dea3e13a2d9f23d557f953f074578bd565
Bauhaus Blocks,8192,38.47190866911328,2070,0x62c1e9f6830098dff647ef78e1f39244258f7bf5
the abducting collective: v2,4210,38.37198248886983,1192,0x631bb9bc0bd470a329effb79f5f92b842125df56
REALFKNCLOWNZ,5000,38.34370086924474,1774,0x6866ab4d2bfc8254430d32f152f07da9382035c2
NotTodayClub,2100,38.33051899998903,733,0xf1c1991ec39fa7a7325ec8ab7c78e7994985da45
The Warriors of Ankh Official,1800,38.059450589,441,0x47b4795d03aeee191bb14c44c3ae8824d2829c54
Kevin Lynch: Kobe In Sequence,200,37.881510000000006,118,0x283935d95fc39d8d23f92e155d488e06ee424c8c
Ninja_Of_JP,1333,37.81519999999998,577,0xd225ec716eed7ac915339ec8941ce9f0f34ba652
Inferno Entities,666,37.769627556910926,256,0x86df7996d788d5536d853306f83c60ba5f86ee96
Pixel Puppers NFT,5555,37.578261673536595,2125,0x01662b3dd5c556aecbbd5efcc809ef22026cac26
BasedBirds,3333,37.5652484024656,1563,0x9addc548b700b1e6e8d9c9cac3303b847f1c0944
TheKodaz,3000,37.11458802537663,1387,0x839c27f06140ed6a50fbfa5b72fee1a31b64935e
PartySheepClubLAND,2204,37.05074900000001,703,0x4decc44325e18519224acf38338e8802983371f9
Classic Pepes,1069,36.37677645980008,406,0xbc5d78bb900b16f68b512fef44cf18c2d73fdac7
NFTEye Lifetime,798,36.3455567778788,559,0x48b14a1e57b6f272ca9ac1a0b5705272dd8a8056
STFUPALS!,420,36.287740222222176,289,0x45adb8c9a02389fd77ea549b0fd161759c2f2231
Lucky Fish NFT,3000,36.158147422344435,1311,0x38d8b04ab6b9392c8e14f4745eb25dc3f4a49bb0
Divine Anarchy - Spirit Animals,2510,36.01805989999999,797,0x97bea466d5689b9d75c10253efc819f37abbf13d
Legends of the FirstBorne,11111,35.835450446646476,1731,0xbd79d0930ef4947a810982b735082f0ac47edec7
Luminal Universe,1444,35.78585635515555,516,0x8e07dcea5c57e2b0b71f7bbf514a3cc5bab2e96e
Fringe Drifters,1499,35.628517999999964,443,0xe3b399aab015d2c0d787ecad40410d88f4f4ca50
Nexus Tools Pass,1000,35.283475256798944,779,0xe2736a83bc9afe23db1313355dad1ceaf5399bb6
STUDIO ZOMI Genesis,1933,35.016093569000084,982,0x59277a99c64340e86d8e16898b3c725be0f77fe4
Space Blasterz,402,34.94779999999998,144,0x738b31d615bf892039e5f0d3c98b4ee7b22e0f81
8bitguyz Official,10000,34.832277073411504,7226,0x223b204e95f85acbe460b5059f73659eee1e7495
Mini_Heroes_Nft,2222,34.547227173280014,965,0x6aaff04a0c4a1742b6cf3d36b7c07c717bd19b01
Kaiju Legends,7777,34.5411596205584,1047,0x49ee64bc2b365e1e1aad0e4f31bd46b3806ab325
ElfWorldNft,3333,34.444957988989934,1057,0xc487e5286cb522bd5b3241dbbf2a4019dbb0d5f8
The Untraditional by Hogan,500,34.31781411999999,370,0xfcd330a3b24e8c82ac8946e6ef113b8115aec703
Transylvania Castle 666,1666,34.07762957000011,1171,0x47dabc1ca8a38c7c24359345e1f16d93ba81d795
Meow Meow Official,6969,34.01789753382679,2633,0xe362e7265aebc0dd25c1eb7de339692c20a869b0
Racing Social Club,888,33.96900800000001,366,0xfcf91cd08f80f19c58cd4d938d1e1f7d8dcf8e03
Spray Canz,6120,33.9384343262099,3887,0x01e690c5d3cc89cea84f2a3c2ccb38410ce2992d
Fierce Models,10000,33.879507688888964,3198,0xfd1f39c04fc0ca7e54955687b55d858813160ef2
Mutant KongZ Lab,5000,33.755294920000246,1167,0x030a868aa956ab97f6ed4431663ea0f7db0f9aed
Deerpack,888,33.261317661189956,309,0x5878940a0fd83a9c9a0f7624f874590688c970f1
Larva Karens,5001,33.20045525012235,928,0xcb4c0a976e8b900218d255a19976ab4710427576
Tyronejkd's You got mail,250,33.17965812002997,150,0x9228b9cbaedf46c37c0721c8f73d3ed06a16cecd
The Mutant Saudi Ape,9999,33.08223608164466,1787,0xc68c9c5fa14f718b39a6d836b8870fadde4f2aa5
The Blinkless Official,5555,32.5067831498177,1155,0xc2680d3670e9dcf42d8793b42cf1541ec0e73bc3
ThievesList,4767,32.3675692734908,2235,0xce61f0aacd24fc2056032c241960ac2b33e34a1e
Gobleanz,2222,31.903546032989897,666,0x23d236e8eff192ebfafa73ff153067240da6c500
DeApeGods,10000,31.7846017873145,5195,0x1c29a0522184b95d2d7f86092f675c0a36d93f67
X soul ball,2000,31.76189670232292,844,0x51f9d6c0ece6df1043dc5603eae00327961a7629
Brawler Bearz: Access Pass,2739,31.138887991209845,1140,0x0e223db582e3fc2c47ba39f67a1e55b7a75f09fd
Ape Night Club | Official,2222,31.134888989999958,339,0xf853b0f7bc806d6067e42aeaa90d35c114adabfa
Piano King NFT,2000,31.044777999999997,830,0x725afa0c34bab44f5b1ef8f87c50438f934c1a85
3DMoonBirds,14902,30.88068199000974,1892,0x3667eeac761f764ff7d57fa869138f1f2183be69
The Aswang Tribe,3933,30.626509888889895,1376,0xb189789434a4728f45b88b009bee5f4b339e3e88
Miniverse Genesis,1709,30.5352354678999,806,0x809330569d294e61083898412c2dd939cb570d99
SPACE CROCOS,2200,30.19401244868896,578,0xd2bfdec1bcb657e49a6567c4ccc0cb26f792c7c2
Project Suisei: Pioneers,777,30.17150558000002,180,0x4c98cf27ebe1b23bc5cf73cca6a2ba51844a96ca
Exclusible Amedeo Crypto Cameo,1000,30.03338,511,0xc11f73c13e5c7ba27782ef2ce1c1dc1375455da1
DasPepe,3333,29.94518514969663,1757,0x94d8e532b7e990e356210b4b2d7158b3a8a138bc
NekoCore,9999,29.550300989999855,801,0xc1328cf1cf8db8a5fc407cd56759007c7d20e398
WATCH ID,4112,29.399807290333335,1162,0xae667177ca6793e402e57a392a336849d6885114
w00ts,2446,29.240202944784002,1177,0x86be523761058d3ef23a7f4d6a78c3e29f63d0d7
DreamSocietyNFT,2222,29.0696357254648,289,0x318f6a35547696848cb0c251c46de67ee1511296
fregfreg,1690,28.741335159778856,819,0x676fb773bb66fd1e34d32d2a56053fe341b84064
The Gang Ape Bling Club,5555,27.771440093282116,1029,0xe0d2ace5debc43d3e0e758577d111c4859df6f7e
OnitamaNFT,3333,27.37282379952903,1741,0x436cc556d9a9517d0808ace3ba1f52fe7a15d831
Strange Me In NFT,8700,27.304653539108177,3477,0x9efae25f19a633beca03c799ab6fb5da1766559c
Bored d000ds,10000,27.270340728382692,1407,0xc6ce183fb60ad4a05d207ee740af50ff0614cf04
PepeMon Adventures,5000,27.262218167921635,1800,0xe22d6d84e048f08687c087561a350a33d8af7cc1
tiny oinks,999,27.0854388888879,216,0xaa631d285ac5f394506f3118ec47952569304022
NounSNUG,5183,26.778846998240184,1075,0xc87537b7ae7311766ac789213d78e0a019e3d69e
The Cannibals by Project Divinity,3526,26.7625202565681,1284,0x2cab1cf75a4f1832e1fb04fceb10ad7f77c364e7
Loonies.wtf,10000,26.70307398087811,2860,0xe4ffb05a7f809e867c265b963dcd8a637fff7915
ethkun! (onchain),5875,26.636021605449958,1650,0xcce1145ec8955a2a4f4a94839b0cd02f79c2b2fc
Empyreal by fluxray,945,26.62773036454003,434,0x732c1d84a88df099c459befab680fa9e97bdcd35
Minters World,2911,26.581974999999996,1219,0x00b784c0e9dd20fc865f89d05d0ce4417efb77a9
PixelMinds,5000,26.573618692880032,1493,0x8728fb57b46eb2353d66ea86e335451e8c5edcc9
Llama AI NFT,1000,26.54671358278943,658,0x55de881dcc0cffb648860635fac8997d65db6cb1
RareApepeGrlzYC,10000,26.45998069951312,3422,0x4b81714cd2a0e5ec540575d40a46f0639a20b678
Mud Cats,10000,26.44685742411848,4296,0x55724d388aeb791f64ba42ee918a38ee28a39f19
MaskClub V4,845,26.4441099,525,0xb5e7aca4bc9069c1bd86516f0271180accc8441e
Fallout Freaks Official Collection,5698,26.21014899999999,1726,0x7e72c07706bfb258ce6a5b893457f7d4bb15f44b
The Appreciators NFT,4508,26.20842165559006,1190,0x71772beff1fb348eb7d5f9f1e0b5f11bc49ab5e4
Sui Punks,2992,26.0637837464848,1008,0x5db3445c2c6ee45a2923ce96e17d9b7ed60b0e61
LightOnChain,660,26.03550000001,254,0x2a8bf7cb9b8970ddae479a2d3c66459145c38d3c
